"","Name","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"4426","0","GO:0060562","epithelial tube morphogenesis","185/2163","277/4443",2.68582258889252e-10,5.36205295425328e-09,3.03164748990593e-09,"CG13366/Raf/sgg/N/Ptp4E/RhoGAP5A/cv/skd/Snr1/corto/Lam/Mnn1/Rab30/chm/Cks30A/Pka-C1/pim/crol/Ced-12/Tor/Uvrag/ics/Sos/Su(H)/ck/qua/barr/cad/hyx/neur/hyd/Ras85D/jumu/put/mor/Dl/RhoGAP92B/Hs6st/H/Usp8/wge/EloA/unk/stg/hdc/pygo/heph/EcR/Bap170/sn/Gclc/Smox/Dsor1/Zpr1/flw/shg/RhoGAP54D/RhoGEF2/cg/mam/drk/arr/shn/ix/Galphao/Jra/Vang/babo/pnut/sax/cos/lgs/arm/mbc/Mtl/dap/gus/SMC3/Dg/slpr/svr/Med/mav/ewg/Stat92E/thr/Slik/dlg1/ovo/spen/fog/Myo31DF/alph/jing/step/dgo/Chd1/Nedd4/crb/Nost/Dys/Su(var)3-3/par-1/app/Rbsn-5/Ppcs/CG42674/Asx/aPKC/osa/Gprk2/cic/pyd/fzr/Rabex-5/psq/px/CNBP/Chi/bs/Hipk/scrib/Lpt/CG43658/ebi/tgo/Hph/Src42A/Bx/sno/PDZ-GEF/kis/Pak/dmt/Pal1/Duox/elgi/LIMK1/trio/Rap1/Mrtf/msn/ago/Cip4/dsh/hop/Drak/Ptp10D/hep/Stim/Rok/mthl1/baz/par-6/Cdc42/dome/pcm/parvin/kto/trc/Mkp3/MYPT-75D/ftz-f1/brm/RhoGAP71E/dlp/fz/cmb/wls/RasGAP1/Cdk8/Cbl/Gug/foi/msk/nmo/pbl/Sep1/Dd/Tak1/RhoGAP19D/ed/Mad/Su(dx)/S",185
"4427","0","GO:0007560","imaginal disc morphogenesis","163/2163","239/4443",2.94541251600774e-10,5.77714244367834e-09,3.26633465533269e-09,"CG13366/Raf/sgg/N/RhoGAP5A/cv/skd/Snr1/corto/Mnn1/Rab30/chm/Cks30A/Pka-C1/crol/Ced-12/Uvrag/ics/Sos/Su(H)/ck/qua/hyx/neur/hyd/Ras85D/jumu/put/mor/Dl/RhoGAP92B/Hs6st/H/Usp8/wge/EloA/unk/stg/pygo/heph/EcR/Bap170/sn/Gclc/Smox/flw/shg/RhoGAP54D/RhoGEF2/cg/mam/drk/arr/shn/ix/Galphao/Jra/Vang/babo/pnut/sax/cos/lgs/arm/mbc/Mtl/dap/gus/SMC3/Dg/slpr/svr/Med/mav/ewg/Stat92E/dlg1/ovo/spen/fog/Myo31DF/alph/jing/step/dgo/Chd1/Nedd4/Nost/Dys/Su(var)3-3/par-1/app/Rbsn-5/Ppcs/CG42674/Asx/osa/Gprk2/cic/fzr/Rabex-5/psq/px/CNBP/Chi/bs/Hipk/scrib/Lpt/CG43658/ebi/tgo/Src42A/Bx/sno/PDZ-GEF/kis/Pak/Pal1/Duox/elgi/LIMK1/trio/Rap1/Mrtf/msn/Cip4/dsh/hop/Drak/hep/Stim/Rok/mthl1/Cdc42/dome/pcm/parvin/kto/trc/Mkp3/MYPT-75D/ftz-f1/brm/RhoGAP71E/dlp/fz/cmb/wls/RasGAP1/Cdk8/Cbl/Gug/msk/nmo/Sep1/Dd/Tak1/RhoGAP19D/ed/Mad/Su(dx)/S",163
"4428","0","GO:0048563","post-embryonic animal organ morphogenesis","163/2163","239/4443",2.94541251600774e-10,5.77714244367834e-09,3.26633465533269e-09,"CG13366/Raf/sgg/N/RhoGAP5A/cv/skd/Snr1/corto/Mnn1/Rab30/chm/Cks30A/Pka-C1/crol/Ced-12/Uvrag/ics/Sos/Su(H)/ck/qua/hyx/neur/hyd/Ras85D/jumu/put/mor/Dl/RhoGAP92B/Hs6st/H/Usp8/wge/EloA/unk/stg/pygo/heph/EcR/Bap170/sn/Gclc/Smox/flw/shg/RhoGAP54D/RhoGEF2/cg/mam/drk/arr/shn/ix/Galphao/Jra/Vang/babo/pnut/sax/cos/lgs/arm/mbc/Mtl/dap/gus/SMC3/Dg/slpr/svr/Med/mav/ewg/Stat92E/dlg1/ovo/spen/fog/Myo31DF/alph/jing/step/dgo/Chd1/Nedd4/Nost/Dys/Su(var)3-3/par-1/app/Rbsn-5/Ppcs/CG42674/Asx/osa/Gprk2/cic/fzr/Rabex-5/psq/px/CNBP/Chi/bs/Hipk/scrib/Lpt/CG43658/ebi/tgo/Src42A/Bx/sno/PDZ-GEF/kis/Pak/Pal1/Duox/elgi/LIMK1/trio/Rap1/Mrtf/msn/Cip4/dsh/hop/Drak/hep/Stim/Rok/mthl1/Cdc42/dome/pcm/parvin/kto/trc/Mkp3/MYPT-75D/ftz-f1/brm/RhoGAP71E/dlp/fz/cmb/wls/RasGAP1/Cdk8/Cbl/Gug/msk/nmo/Sep1/Dd/Tak1/RhoGAP19D/ed/Mad/Su(dx)/S",163
"4429","0","GO:0000902","cell morphogenesis","208/2163","318/4443",3.39788671434378e-10,6.60667364632409e-09,3.73534274043651e-09,"G9a/DAAM/CG11398/egh/boi/sgg/N/Rala/lva/Ptp4E/dock/RhoBTB/Ten-m/Hem/Rich/Snr1/Gnf1/Cont/Liprin-alpha/r2d2/Sema1a/Cks30A/SCAR/Tor/Sos/Syx5/BuGZ/Nak/dnt/CdGAPr/dia/bur/TrpRS/pum/Scm/Ras85D/Fmr1/Mical/Abi/put/msps/Sulf1/Dl/Pi3K92E/RhoGAP93B/Dcr-1/spas/SMC1/Ythdf/ssh/XNP/spz/WASp/stg/wts/EcR/Naus/Sema1b/pod1/xit/Nf-YC/sn/Gclc/fs(1)h/Smox/Ppt1/fend/ras/shg/dom/Bap55/RhoGEF2/Sema2a/Khc/Lis-1/chn/Sin1/CG6701/arr/shn/E(Pc)/Vang/babo/LRP1/Ephrin/lgs/PlexB/pho/chb/CG8765/Pten/arm/mbc/alpha-Cat/Mtl/Sce/Arpc2/dap/Rab35/Arp2/Dg/TBCC/slpr/mud/zfh1/Med/Stat92E/for/Eph/ena/Slik/fax/ovo/cnn/spen/PlexA/fog/Dref/cta/CG41099/spri/tum/jing/IKKepsilon/psidin/Nedd4/Mob2/Mob4/crb/cwo/kuz/p120ctn/Atg1/Ppcs/Dhc64C/aPKC/CG42797/Ptpmeg/Gprk2/pyd/Src64B/retn/Chi/DIP2/scrib/garz/Src42A/PDZ-GEF/ttv/kis/Sec15/Ptp61F/Pak/Frl/slmb/S6k/InR/Sac1/lola/LIMK1/trio/Rap1/msn/Strip/pav/HDAC1/Dlic/dsh/hop/Ptp10D/bif/CkIalpha/CG12717/hep/HUWE1/Rok/baz/RhoGAPp190/Ankle2/Vav/rictor/Ulp1/Cdc42/Tao/parvin/trc/ftz-f1/not/CG9705/Abl/Smn/brm/RhoGAP71E/dlp/fz/DCTN1-p150/Liprin-beta/Abp1/Ptp69D/Ube3a/E(z)/nudE/Dronc/pbl/velo/ed/Mad/cpb",208
"4430","0","GO:0033044","regulation of chromosome organization","48/2163","54/4443",4.25147028480638e-10,8.13010512299897e-09,4.59667463173042e-09,"Rbf/wapl/sgg/CG4078/Chro/Bub1/piwi/aurB/BuGZ/Mcm2/tws/Su(var)3-7/Cdc16/Tnks/Bub3/ncd/Zwilch/rod/APC7/APC4/CG6758/Lis-1/Mos/wash/Mtor/wde/Mad1/Cul1/Stat92E/Slik/cana/Zw10/egg/pds5/Su(var)3-3/CoRest/Dhc64C/Mi-2/pgc/BubR1/Cenp-C/slmb/hop/Bap60/shtd/Ulp1/Cdc27/mad2",48
"4431","0","GO:0007552","metamorphosis","185/2163","278/4443",4.25412477366225e-10,8.13010512299897e-09,4.59667463173042e-09,"CG13366/Raf/sgg/N/RhoGAP5A/cv/l(2)gl/skd/Chro/Snr1/Atg17/corto/Mnn1/Rab30/chm/Cks30A/Pka-C1/crol/Ced-12/Tor/Uvrag/ics/Sos/Su(H)/ck/qua/hyx/neur/hyd/Ras85D/jumu/put/mor/Dl/RhoGAP92B/Hs6st/H/Pi3K92E/Usp8/wge/EloA/unk/Tsc1/stg/Drice/Atg16/hdc/pygo/heph/EcR/Bap170/sn/Gclc/Smox/flw/shg/RhoGAP54D/RhoGEF2/cg/mam/drk/arr/shn/ix/Galphao/Jra/Uba1/Vang/babo/pnut/sax/drosha/tor/cos/lgs/Pten/arm/mbc/Mtl/dap/gus/SMC3/Dg/slpr/svr/Med/mav/ewg/Stat92E/dlg1/ovo/spen/fog/Myo31DF/alph/jing/step/dgo/Chd1/Nedd4/Nost/Dys/Su(var)3-3/Utx/par-1/app/Atg1/Rbsn-5/Atg13/Ppcs/CG42674/Trf2/Asx/osa/east/Gprk2/cic/fzr/Rabex-5/psq/bel/px/CNBP/Chi/bs/Hipk/scrib/Lpt/CG43658/ebi/tgo/Src42A/Bx/sno/PDZ-GEF/kis/Pak/Pal1/Duox/elgi/LIMK1/trio/Rap1/Mrtf/msn/Atg2/Eip63E/Cip4/dsh/hop/Drak/hep/Stim/Rok/mthl1/Cdc42/dome/pcm/parvin/kto/trc/Mkp3/MYPT-75D/ftz-f1/brm/RhoGAP71E/dlp/fz/cmb/wls/Dronc/RasGAP1/Cdk8/Cbl/Gug/msk/nmo/Sep1/Dd/Tak1/RhoGAP19D/ed/Mad/Su(dx)/S",185
"4432","0","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","100/2163","134/4443",4.63946627446184e-10,8.71751814260225e-09,4.92879168122837e-09,"fs(1)N/csw/Raf/sgg/Ptp4E/RhoGAP5A/fs(1)M3/dock/Pi3K21B/trbl/Mkrn1/srl/mts/CG13398/STUB1/Ced-12/Tor/Sos/dnt/bcd/pum/Ras85D/Fmr1/Akt1/Sulf1/wrd/cdi/Pi3K92E/p53/Tsc1/mask/Lnk/gro/wdb/CycG/krz/Dsor1/Zpr1/ave/Sin1/drk/gcl/Cul1/tor/Ephrin/Hrs/Pten/mbc/vap/slpr/Eph/HDAC4/dlg1/spen/tum/alph/step/Mob4/clos/Ptpmeg/Sik3/Tl/cic/Src64B/Pdk1/rno/hppy/ebi/Ack-like/tgo/Src42A/PDZ-GEF/sima/Ptp61F/PRAS40/slmb/S6k/InR/Rap1/dos/Ack/Ptp10D/hep/Graf/sl/Socs16D/Mvb12/Vav/rictor/Cdc42/Mkp3/Ilp8/dlp/Pi3K68D/RasGAP1/Cbl/Gug/pbl/ed/aop",100
"4433","0","GO:1903046","meiotic cell cycle process","100/2163","134/4443",4.63946627446184e-10,8.71751814260225e-09,4.92879168122837e-09,"Klp3A/sgg/dhd/lwr/Bub1/Lam/lid/cort/Rca1/Btk29A/Cks30A/pelo/Syx5/fzy/twe/fws/RanGAP/lok/spir/dia/Sas-4/lds/pch2/hyd/Mcm5/tefu/spn-E/msps/Fancd2/mod(mdg4)/p53/asp/ball/stg/yem/Cap-D2/ncd/spn-A/CycG/grau/mei-S332/CG6758/krimp/Xpc/Arf51F/tej/Mos/mms4/Cul1/mael/Nup154/dap/Pp2B-14D/kel/mud/polo/Cog3/eco/CG6664/Grip128/Zw10/Nipped-B/del/sra/Mer/pds5/gwl/gammaTub23C/wisp/mei-38/vtd/Incenp/scra/larp/brun/east/Src64B/rad50/Brca2/fwd/BubR1/Sxl/Cenp-C/Topors/vas/slmb/Top2/enc/Klp10A/nod/Nup93-1/Grip91/Syx13/sti/nudE/Klp67A/Pex2/pbl/Myt1/mio",100
"4434","0","GO:0006281","DNA repair","85/2163","110/4443",4.83016893652243e-10,9.00021478505347e-09,5.08862534452934e-09,"CG14803/CG14814/Parg/XRCC1/CG4078/mof/CG12728/CG32756/CG13690/SMC5/DNApol-eta/dgrn/Gnf1/Nse1/Mnn1/CG5181/Nse4/Top3alpha/lok/Mcm2/RpA-70/hyd/Mcm5/Irbp/CG5270/aurA/timeout/flfl/RpII15/Rad17/CG6171/tefu/CG5316/Fancd2/Fancm/p53/Rad60/CG10254/spn-A/CycG/DMAP1/Cdc7/Mcm6/Caf1-180/Xpc/Ctf4/mms4/Su(var)2-10/dpa/Rad23/cerv/CG9272/Marcal1/Nipped-A/spel1/RecQ5/Dek/Nipped-B/Ino80/Spf45/pds5/ctrip/pic/vtd/mrn/nbs/Xpd/rad50/Brca2/Rev1/DNApol-delta/DNApol-epsilon255/gpp/koi/jnj/Pol32/Mcm3/CkIalpha/Mcm7/RecQ4/Pp4-19C/Pif1/Rrp1/mio/Tfb4",85
"4435","0","GO:0035220","wing disc development","165/2163","244/4443",6.33375271020183e-10,1.17043562479432e-08,6.61751805563498e-09,"G9a/CG13366/Raf/boi/sgg/N/cv/dx/CG11399/skd/Wnk/disp/Snr1/corto/Skp2/chm/mts/Pka-C1/holn1/crol/ics/Su(H)/ck/qua/CG1943/hyx/neur/hyd/Ras85D/jumu/put/mor/Sulf1/Dl/Hs6st/H/Usp8/EloA/unk/puf/pygo/heph/EcR/Bap170/sn/Gclc/Smox/flw/shg/dom/RhoGEF2/cg/mam/drk/arr/Sin3A/shn/Galphao/Vang/babo/pnut/sax/nito/cos/lgs/Nup154/arm/Mtl/dap/gus/SMC3/Pp2B-14D/Dg/CG8405/svr/Nipped-A/Med/mav/CycE/Stat92E/CtBP/Ada2b/spen/nuf/fog/jing/step/dgo/Chd1/Nedd4/crb/Nost/Nop60B/Dys/Su(var)3-3/par-1/app/pic/Rbsn-5/Ppcs/Asx/osa/Gprk2/cic/pyd/Rabex-5/psq/px/CNBP/Chi/bs/Hipk/scrib/Lpt/ebi/Src42A/Smr/Bx/sno/PDZ-GEF/kis/dop/Pal1/Duox/elgi/LIMK1/Rap1/Mrtf/rasp/Cip4/dsh/hop/Drak/Amun/Set2/Stim/Rok/mthl1/Cdc42/dome/pcm/parvin/trc/Mkp3/MYPT-75D/Ndfip/brm/dlp/fz/cmb/wls/RasGAP1/Cbl/Gug/msk/nmo/Sep1/Dd/Tak1/ed/Mad/lilli/Su(dx)/cpb/S",165
"4436","0","GO:0035239","tube morphogenesis","198/2163","302/4443",6.99517366991643e-10,1.28206625622403e-08,7.24866572697984e-09,"CG13366/Raf/sgg/N/Ptp4E/RhoGAP5A/cv/skd/Snr1/corto/Lam/Mnn1/Rab30/chm/Cks30A/Pka-C1/pim/crol/Ced-12/Tor/Uvrag/ics/Sos/Su(H)/ck/qua/barr/cad/hyx/neur/hyd/Ras85D/Fmr1/jumu/wkd/put/mor/Dl/RhoGAP92B/Hs6st/H/Usp8/wge/EloA/unk/stg/hdc/pygo/heph/EcR/Bap170/lolal/Smurf/Rbcn-3A/sn/Gclc/Smox/Dsor1/Zpr1/flw/shg/RhoGAP54D/RhoGEF2/cg/mam/drk/arr/shn/ix/Galphao/Jra/Vang/babo/pnut/sax/cos/lgs/arm/mbc/Mtl/dap/gus/Rab35/SMC3/Dg/slpr/svr/Med/mav/ewg/Stat92E/thr/Slik/dlg1/ovo/spen/fog/Myo31DF/alph/jing/step/dgo/Chd1/Nedd4/crb/Nost/Dys/Su(var)3-3/par-1/app/Rbsn-5/Ppcs/CG42674/kug/Dhc64C/Asx/aPKC/osa/Gprk2/cic/pyd/fzr/Rabex-5/psq/px/CNBP/Chi/bs/Hipk/scrib/Lpt/CG43658/ebi/tgo/garz/Hph/Src42A/Bx/sno/PDZ-GEF/kis/Pak/dmt/Sac1/Pal1/Duox/elgi/LIMK1/trio/Rap1/Mrtf/msn/ago/Cip4/Dlic/dsh/hop/Drak/Ptp10D/hep/Stim/Rok/mthl1/baz/par-6/Cdc42/dome/pcm/parvin/kto/trc/Mkp3/MYPT-75D/ftz-f1/Smn/brm/RhoGAP71E/dlp/fz/DCTN1-p150/cmb/wls/RasGAP1/Cdk8/Cbl/Gug/foi/msk/nmo/pbl/Sep1/Dd/Tak1/RhoGAP19D/ed/Mad/Su(dx)/S",198
"4437","0","GO:0045814","negative regulation of gene expression, epigenetic","58/2163","69/4443",8.08230650840712e-10,1.4692713294958e-08,8.30710322344626e-09,"Hmt4-20/Parg/lwr/Pc/corto/Lam/chm/r2d2/piwi/Sirt1/Sfmbt/Ibf2/Scm/Fmr1/Su(var)3-7/su(Hw)/MRG15/Cp190/tefu/spn-E/Bin1/Mekk1/XNP/Acf/CG7137/lolal/HP1b/Su(var)2-HP2/cid/Psc/wash/ADD1/wde/pho/Sce/Stat92E/Chrac-14/egg/Su(var)3-3/scny/CoRest/AGO1/psq/pgc/BubR1/gpp/Top2/HDAC1/hop/Usp7/Bap60/Nup93-1/Ulp1/upSET/JIL-1/E(z)/phol/Elba2",58
"4438","0","GO:0007017","microtubule-based process","171/2163","255/4443",8.34126694209624e-10,1.49208583060218e-08,8.43609397680639e-09,"egh/Klp3A/sgg/l(2)gl/Ten-m/Chro/Mms19/Bsg25D/Lam/Liprin-alpha/Wee1/mts/emb/Cks30A/pelo/Pka-C1/Bug22/TTLL4A/aurB/cmet/Orc5/BuGZ/fws/BicD/hook/spir/dia/Sas-4/lds/tws/Fmr1/CG4511/Jupiter/aurA/Lkb1/Orc2/msps/Dlc90F/Efa6/spas/CHORD/asp/TTLL5/Tnks/ball/pins/wdb/Klp98A/Apc/WASp/stg/dgt6/ncd/Map205/heph/Eb1/Oseg6/CG7744/ric8a/Aladin/dgt3/Khc/Lis-1/Khc-73/Rcd1/cid/mars/mip120/dgt5/wash/Mtor/ana2/dpa/cos/chb/mael/Nup154/btz/osk/mud/polo/Marf/Slik/tral/cana/dlg1/Pink1/Cp110/CG12179/CG6664/Grip128/cnn/CG17493/del/tum/spn-F/IKKepsilon/Plp/cbs/cno/Pka-R1/Mob4/bora/gwl/gammaTub23C/wisp/par-1/Atg1/mei-38/Incenp/asl/Rbsn-5/grp/didum/larp/brun/Dhc64C/aPKC/milt/CycB/egl/sigmar/fwd/sqd/Rcd5/jvl/ens/ana3/Topors/dop/slmb/Sac1/Cnb/Strip/pav/sofe/feo/Dlic/dsh/Kap3/Klp10A/nod/Kmn1/BORCS5/Grip91/g/Lsd-2/Myb/kat80/Rok/baz/par-6/Grip84/trc/Gorab/spd-2/DCTN1-p150/Poc1/Klp68D/nudE/Klp67A/syd/pbl/Galphai/mad2/Klp64D/mst/Pp4-19C/Ptpa/Wdr62/cpb",171
"4439","0","GO:0009967","positive regulation of signal transduction","171/2163","255/4443",8.34126694209624e-10,1.49208583060218e-08,8.43609397680639e-09,"CG3630/Raf/cv/dx/lwr/l(2)gl/Pitslre/skd/Wnk/Mkrn1/CG7369/dgrn/PEK/Pez/Fgop2/Mnn1/mts/Akap200/Pka-C1/Cnot4/CycY/Ced-12/Tor/Sirt1/Sos/Nak/cyst/Nf-YB/RtGEF/bur/M1BP/hyx/neur/hyd/trbd/Ras85D/tws/Tsp86D/put/ea/Akt1/IKKbeta/Sulf1/Sur-8/Ssdp/Mekk1/Cdk2/Pi3K92E/Usp8/Efa6/p53/Pli/Tsc1/mask/Rox8/lili/Tnks/Lnk/spz/wdb/Wdr24/dco/CycG/botv/olf186-F/Smurf/amx/flw/RhoGEF2/Lis-1/ave/Sin1/O-fut1/drk/Mos/Mtor/Su(var)2-10/nito/tor/Hrs/mbc/betaggt-I/Gmd/slpr/mav/ewg/CycE/CtBP/lig/nopo/Sting/spen/Dyrk2/Slmap/RhoGAP1A/htk/rumi/Mer/step/gish/Clbn/cno/C3G/Pka-R1/Mob4/crb/Ubr3/slim/CG42674/nej/aPKC/Gprk2/Csk/kibra/Src64B/sigmar/Pdk1/CG7028/Hipk/Usp10/ebd1/hppy/mib1/CG43658/ebi/Sxl/CkIIalpha/rdx/AP-2alpha/Src42A/sno/PDZ-GEF/ttv/Doa/Ote/Pi4KIIIalpha/slmb/InR/lola/elgi/trio/Herc4/Rap1/msn/Strip/Eip63E/Kap3/Usp7/CkIalpha/CycD/wcy/par-6/Socs16D/Vav/rictor/Cdc42/Tao/kto/Rnf146/Ndfip/Ilp8/dlp/wls/Uba2/akirin/Tnpo/Klp64D/cactin/Tak1/ed/mio",171
"4440","0","GO:0051674","localization of cell","143/2163","207/4443",9.82667459761086e-10,1.74384479367126e-08,9.85951227379335e-09,"csw/Raf/egh/boi/N/Rala/brn/Tre1/dock/lwr/Hem/disp/Cerk/slam/Hrb27C/Sema1a/numb/Bug22/SCAR/Ced-12/Sos/pum/trbd/Ras85D/Fmr1/Abi/spn-E/Akt1/Dl/Pi3K92E/Cortactin/mod(mdg4)/CASK/spas/veli/XNP/Apc/cindr/wts/faf/EcR/Sema1b/sn/Dsor1/shg/Sema2a/Lis-1/mip120/drk/Sin3A/oys/wun2/Vang/Rme-8/tor/LRR/PlexB/chb/Hrs/Pten/mbc/alpha-Cat/Mtl/gus/kel/zfh1/mim/Stat92E/trx/ena/Ptpmeg2/Hakai/PlexA/fog/cta/spri/del/jing/Plp/psidin/gish/bun/kuz/par-1/asl/Ppcs/hpo/CG42674/kug/nej/Dhc64C/Ptpmeg/Csk/kibra/fzr/Evi5/pgc/apt/yki/sqd/jvl/spoon/tgo/Src42A/PDZ-GEF/ttv/CG44774/sima/kis/Sec6/Sec15/dop/Pak/Frl/slmb/InR/Rap2l/Rap1/Mrtf/msn/dsh/hop/hep/CG11178/sl/mthl1/baz/par-6/Vav/Cdc42/dome/nes/not/Abl/dlp/fz/Pi3K68D/nudE/Cbl/foi/pbl/aop/cpb",143
"4441","0","GO:0000226","microtubule cytoskeleton organization","147/2163","214/4443",1.06476030298411e-09,1.87464884840352e-08,1.0599064433352e-08,"egh/Klp3A/sgg/l(2)gl/Ten-m/Chro/Mms19/Bsg25D/Lam/Wee1/mts/emb/Cks30A/pelo/Pka-C1/Bug22/TTLL4A/aurB/Orc5/BuGZ/fws/BicD/hook/spir/dia/Sas-4/lds/tws/Fmr1/CG4511/Jupiter/aurA/Lkb1/Orc2/msps/Efa6/spas/CHORD/asp/TTLL5/Tnks/ball/pins/wdb/Apc/WASp/stg/dgt6/ncd/Map205/heph/Eb1/ric8a/Aladin/dgt3/Khc/Lis-1/Khc-73/Rcd1/cid/mars/dgt5/wash/Mtor/ana2/dpa/chb/mael/Nup154/btz/osk/mud/polo/Slik/tral/dlg1/Cp110/CG12179/CG6664/Grip128/cnn/CG17493/del/tum/spn-F/IKKepsilon/Plp/cbs/cno/Pka-R1/Mob4/bora/gwl/gammaTub23C/wisp/par-1/mei-38/Incenp/asl/Rbsn-5/grp/larp/brun/Dhc64C/aPKC/egl/sigmar/fwd/sqd/Rcd5/jvl/ens/ana3/Topors/slmb/Sac1/Cnb/Strip/pav/sofe/feo/Dlic/dsh/Kap3/Klp10A/nod/Grip91/Myb/kat80/Rok/baz/par-6/Grip84/Gorab/spd-2/DCTN1-p150/Poc1/Klp68D/nudE/Klp67A/pbl/Galphai/mad2/Klp64D/mst/Ptpa/Wdr62",147
"4442","0","GO:0032268","regulation of cellular protein metabolic process","203/2163","312/4443",1.1308570854323e-09,1.96596814156033e-08,1.11153739667355e-08,"G9a/png/trr/wds/sgg/Parg/tyf/mof/l(2)gl/trbl/Mkrn1/Rich/Atg17/Rga/senju/Ncoa6/CG13994/cort/Rca1/Hrb27C/Wee1/mts/Pka-C1/Ndf/STUB1/RnrL/Ufd4/piwi/CycY/bru1/Tor/Sirt1/ics/fzy/mEFTs/CG10376/brat/lok/CG9246/bcd/pum/Kcmf1/CG8312/hyd/Fmr1/Paip2/Abi/Hexim/Atx2/MRG15/Rpb7/spn-E/Mekk1/Pi3K92E/Bdbt/p53/twin/CG13605/eIF4EHP/CycB3/PQBP1/Ythdf/Tnks/wdb/Hrb98DE/Drice/dco/CycG/krz/heph/Cul2/Marf1/Not3/stau/UbcE2H/sws/ari-2/CG8963/krimp/Lis-1/casp/Diap2/Sin1/SCCRO3/CG17019/muskelin/DUBAI/RnrS/Fbl6/Gle1/Cul1/4E-T/ari-1/Pten/dap/CG8405/endos/svr/CycJ/orb/osk/mav/CycE/gw/Slik/DCP2/Ada2b/Son/Pink1/lark/Tis11/CG1578/CG14408/CG40191/Not1/Mer/IKKepsilon/step/Sbp2/AGO3/glo/Pka-R1/Mob2/Mob3/crb/wech/bora/gwl/Utx/ctrip/par-1/scny/Incenp/Atg13/hpo/lic/CoRest/larp/RanBPM/fzr/AGO1/Rabex-5/bin3/Cdk7/Rtf1/CycB/CNBP/apt/egl/yki/Not11/Ssrp/CG4612/Unr/sqd/Lpt/ebi/spoon/Sxl/SNF4Agamma/CkIIalpha/Patr-1/PRAS40/vas/slmb/Ge-1/PAN3/Larp4B/Claspin/HDAC1/CDK2AP1/CkIalpha/RpIIIC160/CycD/CG11679/Rok/par-6/Ankle2/car/Rcd-1/Cdc42/SCCRO4/Rnf146/ash1/MYPT-75D/Ndfip/roq/gnu/upSET/Pop2/CycA/Dph1/Ube3a/CG8009/E(z)/Dronc/CG4911/smg/Cbl/Gug/GAPsec/fmt/Atxn7",203
"4443","0","GO:0002064","epithelial cell development","162/2163","240/4443",1.13421238936173e-09,1.96596814156033e-08,1.11153739667355e-08,"Rbf/fs(1)N/csw/Raf/egh/sgg/N/Rala/brn/fs(1)M3/Spt6/MED15/Hrb27C/r2d2/Ced-12/cact/fs(2)ltoPP43/spir/dia/M1BP/Scm/Ras85D/rin/Lkb1/Orc2/Abi/spn-E/Akt1/Dl/Pi3K92E/Cortactin/E2f1/CASK/loco/Mettl3/mask/polybromo/veli/Apc/WASp/cindr/wts/EcR/geminin/Cdc7/Mcm6/xit/Dsor1/shg/RhoGEF2/Khc/Lis-1/dup/mam/mip120/drk/Dp/Jra/Uba1/Vang/Rme-8/Cul4/sax/tor/cos/mael/Cf2/Hrs/Pten/mbc/alpha-Cat/Sce/gus/Rab35/slpr/kel/orb/Med/mim/CycE/Stat92E/ena/Ptpmeg2/lig/dlg1/fog/cta/CG41099/Not1/spri/jing/hd/psidin/bun/crb/Nost/kuz/par-1/pic/clos/Ppcs/hpo/kug/nej/Dhc64C/aPKC/Ptpmeg/Gprk2/RanBPM/kibra/cic/Src64B/Fs(2)Ket/apt/yki/Ssrp/scrib/sqd/jvl/spoon/garz/AP-2alpha/Smr/kis/Sec6/Sec15/dop/da/vas/slmb/InR/Rap1/Mrtf/msn/rasp/Cip4/dsh/hop/hep/jub/Myb/sl/kat80/Rok/baz/par-6/Vav/Cdc42/dome/Tao/Ilp8/Abl/RhoGAP71E/fz/nudE/Cbl/RecQ4/ed/Mad/aop/cpb/S",162
"4444","0","GO:0031399","regulation of protein modification process","101/2163","137/4443",1.21884819829044e-09,2.09641890105956e-08,1.18529286327678e-08,"G9a/trr/sgg/Parg/mof/l(2)gl/trbl/Atg17/senju/Ncoa6/CG13994/cort/Rca1/Wee1/mts/Ndf/CycY/Tor/Sirt1/ics/fzy/CG10376/CG9246/CG8312/hyd/Abi/Hexim/MRG15/Mekk1/Pi3K92E/Bdbt/CycB3/wdb/dco/CycG/krz/sws/Diap2/Sin1/SCCRO3/Cul1/Pten/dap/endos/svr/CycJ/mav/CycE/Slik/Ada2b/Son/CG14408/CG40191/Mer/step/Pka-R1/Mob2/Mob3/bora/gwl/Utx/ctrip/par-1/Incenp/Atg13/lic/CoRest/fzr/Rabex-5/Cdk7/Rtf1/CycB/yki/Ssrp/Lpt/ebi/SNF4Agamma/PRAS40/Claspin/HDAC1/CDK2AP1/CycD/Rok/par-6/Ankle2/car/Cdc42/SCCRO4/ash1/MYPT-75D/Ndfip/gnu/upSET/CycA/CG8009/E(z)/CG4911/Cbl/Gug/fmt/Atxn7",101
