Tissue,Module,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,Count
body,4,GO:0044770,cell cycle phase transition,13/199,110/4443,0.0011235618705362084,0.021587537063111416,0.017301922595365386,13
body,4,GO:0035220,wing disc development,22/199,244/4443,0.0011466453740323643,0.021786262106614922,0.017461196222106883,22
body,4,GO:0007076,mitotic chromosome condensation,5/199,19/4443,0.001191622573702454,0.0223920285827604,0.01794670434887907,5
body,4,GO:0006325,chromatin organization,18/199,183/4443,0.0012191754399268231,0.02266076089429204,0.018162087217216523,18
body,4,GO:0031497,chromatin assembly,11/199,85/4443,0.00127783994472409,0.02324581176040632,0.018630992251184385,11
body,4,GO:0198738,cell-cell signaling by wnt,11/199,85/4443,0.00127783994472409,0.02324581176040632,0.018630992251184385,11
body,4,GO:0048736,appendage development,19/199,200/4443,0.0013576366722197282,0.024182903223913907,0.019382049859979017,19
body,4,GO:0048737,imaginal disc-derived appendage development,19/199,200/4443,0.0013576366722197282,0.024182903223913907,0.019382049859979017,19
body,4,GO:0010243,response to organonitrogen compound,13/199,113/4443,0.0014450939909622096,0.025475368294282253,0.020417931375288086,13
body,4,GO:0051726,regulation of cell cycle,20/199,218/4443,0.0015633536655158572,0.02708277061786838,0.021706227974431908,20
body,4,GO:1901698,response to nitrogen compound,13/199,114/4443,0.0015679498778765903,0.02708277061786838,0.021706227974431908,13
body,4,GO:0001709,cell fate determination,10/199,75/4443,0.0016811214676061528,0.02858737724683019,0.022912136149814043,10
body,4,GO:0040029,"regulation of gene expression, epigenetic",11/199,88/4443,0.0017042886584474092,0.02858737724683019,0.022912136149814043,11
body,4,GO:0048870,cell motility,19/199,204/4443,0.0017167285688411478,0.02858737724683019,0.022912136149814043,19
body,4,GO:0035556,intracellular signal transduction,30/199,386/4443,0.0017219297405985435,0.02858737724683019,0.022912136149814043,30
body,4,GO:0000902,cell morphogenesis,26/199,318/4443,0.0017468344816692922,0.028721990035139325,0.02302002525438683,26
body,4,GO:0010033,response to organic substance,25/199,304/4443,0.0019826107663755595,0.03165597424818006,0.025371547227534902,25
body,4,GO:0022402,cell cycle process,30/199,390/4443,0.0020248794982297563,0.03165597424818006,0.025371547227534902,30
body,4,GO:0046011,regulation of oskar mRNA translation,4/199,13/4443,0.0020294112884335367,0.03165597424818006,0.025371547227534902,4
body,4,GO:0046958,nonassociative learning,4/199,13/4443,0.0020294112884335367,0.03165597424818006,0.025371547227534902,4
body,4,GO:0072089,stem cell proliferation,4/199,13/4443,0.0020294112884335367,0.03165597424818006,0.025371547227534902,4
body,4,GO:0051674,localization of cell,19/199,207/4443,0.002036349220643162,0.03165597424818006,0.025371547227534902,19
body,4,GO:0035331,negative regulation of hippo signaling,6/199,31/4443,0.0021544205562255853,0.03318972208239415,0.026600811419684327,6
body,4,GO:0008286,insulin receptor signaling pathway,8/199,53/4443,0.002193004507610354,0.033482479535836655,0.026835449895758284,8
body,4,GO:0006928,movement of cell or subcellular component,28/199,358/4443,0.0022580113987659264,0.03416990700787376,0.027386407463374354,28
body,4,GO:0032784,"regulation of DNA-templated transcription, elongation",5/199,22/4443,0.0024182894903658613,0.03627434235548792,0.02907306478722393,5
body,4,GO:0007423,sensory organ development,22/199,260/4443,0.002604895570080298,0.03873366456380269,0.03104415590155193,22
body,4,GO:0035120,post-embryonic appendage morphogenesis,18/199,196/4443,0.002650924350727347,0.03907828137710141,0.0313203584813703,18
body,4,GO:0031507,heterochromatin assembly,9/199,67/4443,0.0027052832898527136,0.03953875577477043,0.03168941829409117,9
body,4,GO:0032786,"positive regulation of DNA-templated transcription, elongation",4/199,14/4443,0.0027425724842371434,0.03962156920901617,0.03175579138820502,4
body,4,GO:0007447,imaginal disc pattern formation,8/199,55/4443,0.0027902514436202964,0.03962156920901617,0.03175579138820502,8
body,4,GO:0035107,appendage morphogenesis,18/199,197/4443,0.0028036315054333076,0.03962156920901617,0.03175579138820502,18
body,4,GO:0035114,imaginal disc-derived appendage morphogenesis,18/199,197/4443,0.0028036315054333076,0.03962156920901617,0.03175579138820502,18
body,4,GO:0016477,cell migration,18/199,198/4443,0.0029636365468111896,0.04153949586104208,0.03329296621180474,18
body,4,GO:0034250,positive regulation of cellular amide metabolic process,8/199,56/4443,0.003132956968591824,0.04355574322188634,0.03490894285927732,8
body,4,GO:0045814,"negative regulation of gene expression, epigenetic",9/199,69/4443,0.0033189890809041697,0.04540377062676904,0.03639009501757667,9
body,4,GO:0060070,canonical Wnt signaling pathway,9/199,69/4443,0.0033189890809041697,0.04540377062676904,0.03639009501757667,9
body,4,GO:1903311,regulation of mRNA metabolic process,12/199,110/4443,0.003434940673167361,0.04661705199298561,0.037362512585329195,12
body,4,GO:0035222,wing disc pattern formation,7/199,45/4443,0.0034635222707194175,0.04663482742464727,0.03737675919168406,7
body,4,GO:0050793,regulation of developmental process,29/199,387/4443,0.0035681037630117076,0.04766763620898453,0.03820453206777339,29
body,5,GO:0032543,mitochondrial translation,11/130,82/4443,2.1029526118174795e-5,0.02233335673750163,0.02233335673750163,11
body,5,GO:0140053,mitochondrial gene expression,11/130,95/4443,8.481549059408789e-5,0.04503702550546067,0.04503702550546067,11
body,6,GO:0006508,proteolysis,16/49,391/4443,2.1142446911987805e-6,6.427303861244293e-4,6.320478866320566e-4,16
body,7,GO:0006508,proteolysis,19/66,391/4443,2.038845914811416e-6,0.0012620456212682665,0.0012469152384267713,19
head,1,GO:0044281,small molecule metabolic process,87/438,408/4489,1.2421321767734374e-13,2.3016709235611795e-10,2.250220501291669e-10,87
head,1,GO:0019752,carboxylic acid metabolic process,51/438,205/4489,8.940710217534591e-11,6.694695730446074e-8,6.54504578754094e-8,51
head,1,GO:0043436,oxoacid metabolic process,51/438,206/4489,1.0838687097322301e-10,6.694695730446074e-8,6.54504578754094e-8,51
head,1,GO:0006082,organic acid metabolic process,51/438,209/4489,1.9126869790719366e-10,8.860522430550746e-8,8.662458660481059e-8,51
head,1,GO:0046395,carboxylic acid catabolic process,22/438,72/4489,6.051039727146396e-7,2.2425153228804545e-4,2.1923872358776736e-4,22
head,1,GO:0016054,organic acid catabolic process,22/438,73/4489,7.890420579586513e-7,2.4368248889956347e-4,2.3823533013102435e-4,22
head,1,GO:0032787,monocarboxylic acid metabolic process,26/438,103/4489,3.4181188907272816e-6,9.04824900645379e-4,8.845988888634063e-4,26
head,1,GO:0044282,small molecule catabolic process,25/438,98/4489,4.308122936231464e-6,9.381852614089134e-4,9.172135284941858e-4,25
head,1,GO:0034440,lipid oxidation,12/438,28/4489,4.556755182234334e-6,9.381852614089134e-4,9.172135284941858e-4,12
head,1,GO:0055086,nucleobase-containing small molecule metabolic process,30/438,132/4489,6.2533964802608185e-6,0.0011587543677923297,0.0011328521413188283,30
head,1,GO:0045047,protein targeting to ER,9/438,17/4489,8.811116526162726e-6,0.0013605832435816276,0.0013301694334671974,9
head,1,GO:0072599,establishment of protein localization to endoplasmic reticulum,9/438,17/4489,8.811116526162726e-6,0.0013605832435816276,0.0013301694334671974,9
head,1,GO:0016042,lipid catabolic process,20/438,72/4489,1.0082875975958427e-5,0.0014371976294962282,0.0014050712189979315,20
head,1,GO:1901575,organic substance catabolic process,76/438,489/4489,1.1772471098315182e-5,0.0015581706389412881,0.001523340057157927,76
head,1,GO:1901135,carbohydrate derivative metabolic process,42/438,224/4489,1.7315907266652745e-5,0.0021390917443405025,0.002091275537256798,42
head,1,GO:0019395,fatty acid oxidation,11/438,27/4489,2.065806477753533e-5,0.0023924621270483104,0.0023389822027722568,11
head,1,GO:0006753,nucleoside phosphate metabolic process,25/438,108/4489,2.698416153908309e-5,0.0029412736077600566,0.002875525820975975,25
head,1,GO:0044255,cellular lipid metabolic process,41/438,224/4489,3.962891212993191e-5,0.0039026836076949544,0.0038154449335887847,41
head,1,GO:0009117,nucleotide metabolic process,24/438,104/4489,4.127594394056886e-5,0.0039026836076949544,0.0038154449335887847,24
head,1,GO:0030258,lipid modification,16/438,55/4489,4.212286678569837e-5,0.0039026836076949544,0.0038154449335887847,16
head,1,GO:0044242,cellular lipid catabolic process,16/438,56/4489,5.377841808922703e-5,0.004745305177111319,0.004639230953962893,16
head,1,GO:0006635,fatty acid beta-oxidation,10/438,25/4489,5.995261076207054e-5,0.005049644897368942,0.004936767613470019,10
head,1,GO:0019637,organophosphate metabolic process,38/438,206/4489,6.443815782466338e-5,0.005099211915450766,0.004985226634754888,38
head,1,GO:0072329,monocarboxylic acid catabolic process,12/438,35/4489,6.604483862429487e-5,0.005099211915450766,0.004985226634754888,12
head,1,GO:0070972,protein localization to endoplasmic reticulum,9/438,21/4489,7.45067982405627e-5,0.005522443885590507,0.005398997885137197,9
head,1,GO:0006413,translational initiation,13/438,41/4489,8.31369535144302e-5,0.005925106725470738,0.005792659797503416,13
head,1,GO:0006631,fatty acid metabolic process,18/438,71/4489,1.0531973904078155e-4,0.007228054683058082,0.0070664822958746605,18
head,1,GO:0009062,fatty acid catabolic process,11/438,32/4489,1.3001419653792303e-4,0.008604153792313263,0.008411820760968629,11
head,1,GO:0006629,lipid metabolic process,45/438,269/4489,1.5954150781178722e-4,0.010194152206042818,0.009966277130456835,45
head,1,GO:1901137,carbohydrate derivative biosynthetic process,27/438,136/4489,2.1965042754506624e-4,0.012634882359180147,0.01235244839955068,27
head,1,GO:0098754,detoxification,8/438,19/4489,2.208795776862318e-4,0.012634882359180147,0.01235244839955068,8
head,1,GO:0006520,cellular amino acid metabolic process,20/438,88/4489,2.2501409490175117e-4,0.012634882359180147,0.01235244839955068,20
head,1,GO:0019693,ribose phosphate metabolic process,20/438,88/4489,2.2501409490175117e-4,0.012634882359180147,0.01235244839955068,20
head,1,GO:0009165,nucleotide biosynthetic process,16/438,63/4489,2.4835431006292477e-4,0.012705501615127946,0.01242148906730775,16
head,1,GO:0006613,cotranslational protein targeting to membrane,6/438,11/4489,2.515214318622915e-4,0.012705501615127946,0.01242148906730775,6
head,1,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,6/438,11/4489,2.515214318622915e-4,0.012705501615127946,0.01242148906730775,6
head,1,GO:0044272,sulfur compound biosynthetic process,9/438,24/4489,2.5369862912020185e-4,0.012705501615127946,0.01242148906730775,9
head,1,GO:1901293,nucleoside phosphate biosynthetic process,16/438,64/4489,3.020544984908049e-4,0.014729131202722671,0.01439988343220707,16
head,1,GO:0006739,"NADP metabolic process",6/438,12/4489,4.6185615808831784e-4,0.02167160596635307,0.021187169522023253,6
head,1,GO:0006163,purine nucleotide metabolic process,19/438,86/4489,4.7206408823559934e-4,0.02167160596635307,0.021187169522023253,19
head,1,GO:0072522,purine-containing compound biosynthetic process,14/438,54/4489,4.7951205861871337e-4,0.02167160596635307,0.021187169522023253,14
head,1,GO:0010507,negative regulation of autophagy,8/438,21/4489,4.986938948096098e-4,0.022001899692433498,0.02151008002424407,8
head,1,GO:0072521,purine-containing compound metabolic process,20/438,94/4489,5.674499578976206e-4,0.024210450673593443,0.023669262140627895,20
head,1,GO:0005975,carbohydrate metabolic process,27/438,144/4489,5.748838799989808e-4,0.024210450673593443,0.023669262140627895,27
head,1,GO:0009150,purine ribonucleotide metabolic process,18/438,81/4489,6.148498692965285e-4,0.025318151284588163,0.0247522017557737,18
head,1,GO:1901605,alpha-amino acid metabolic process,14/438,57/4489,8.647462083229188e-4,0.03483423313092105,0.03405556577857535,14
head,1,GO:0006164,purine nucleotide biosynthetic process,13/438,51/4489,9.041597901549112e-4,0.03564698066291597,0.034850145551099714,13
head,1,GO:0090407,organophosphate biosynthetic process,23/438,119/4489,9.437567495399489e-4,0.036432942852031774,0.035618538727154654,23
head,1,GO:0044262,cellular carbohydrate metabolic process,15/438,64/4489,9.658050978884745e-4,0.036523200946680476,0.035706779236650145,15
head,1,GO:0046390,ribose phosphate biosynthetic process,13/438,52/4489,0.0011009638244955388,0.040495154628716966,0.039589945815333254,13
head,1,GO:0009259,ribonucleotide metabolic process,18/438,85/4489,0.0011235962217510818,0.040495154628716966,0.039589945815333254,18
head,1,GO:0009152,purine ribonucleotide biosynthetic process,12/438,46/4489,0.0011363993743622677,0.040495154628716966,0.039589945815333254,12
head,1,GO:0006612,protein targeting to membrane,8/438,24/4489,0.0013853387087308848,0.04843457787317603,0.04735189508889479,8
head,2,GO:0030239,myofibril assembly,21/263,35/4489,6.770578772997181e-18,5.291207311097297e-15,5.106441779844716e-15,21
head,2,GO:0055002,striated muscle cell development,21/263,35/4489,6.770578772997181e-18,5.291207311097297e-15,5.106441779844716e-15,21
head,2,GO:0055001,muscle cell development,23/263,47/4489,8.117577443132937e-17,4.22925784787226e-14,4.0815749038629816e-14,23
head,2,GO:0051146,striated muscle cell differentiation,26/263,63/4489,1.402205544018018e-16,5.4791181632504055e-14,5.287790906783737e-14,26
head,2,GO:0042692,muscle cell differentiation,27/263,78/4489,6.7192099432212e-15,2.100425028250947e-12,2.0270795470812585e-12,27
head,2,GO:0031032,actomyosin structure organization,25/263,70/4489,3.0983947933279136e-14,8.071318436619214e-12,7.78947322603316e-12,25
head,2,GO:0045214,sarcomere organization,16/263,26/4489,3.870637524566086e-14,8.642580644138276e-12,8.340787327373236e-12,16
head,2,GO:0009060,aerobic respiration,23/263,65/4489,4.3977301969297886e-13,8.592065372251574e-11,8.29203601605314e-11,23
head,2,GO:0061061,muscle structure development,33/263,147/4489,6.3462594566917306e-12,1.1021337256454639e-9,1.0636479299928948e-9,33
head,2,GO:0045333,cellular respiration,23/263,73/4489,7.197382194979214e-12,1.1249508370752512e-9,1.0856682826742332e-9,23
head,2,GO:0019646,aerobic electron transport chain,15/263,32/4489,5.11964918170665e-11,6.793387636152285e-9,6.5561669411767005e-9,15
head,2,GO:0042773,ATP synthesis coupled electron transport,16/263,37/4489,5.21565269570233e-11,6.793387636152285e-9,6.5561669411767005e-9,16
head,2,GO:0003012,muscle system process,14/263,28/4489,7.662201556036197e-11,9.212323870834289e-9,8.890635489716494e-9,14
head,2,GO:0010927,cellular component assembly involved in morphogenesis,23/263,85/4489,2.3152548040550234e-10,2.5848166133842866e-8,2.4945564918878564e-8,23
head,2,GO:0022904,respiratory electron transport chain,16/263,41/4489,3.3726348480311757e-10,3.5142855116484854e-8,3.391568938406087e-8,16
head,2,GO:0042775,mitochondrial ATP synthesis coupled electron transport,15/263,36/4489,4.070560296296259e-10,3.976428589444408e-8,3.837574279337197e-8,15
head,2,GO:0006119,oxidative phosphorylation,17/263,49/4489,8.081775946720886e-10,7.430479885132203e-8,7.171012341579586e-8,17
head,2,GO:0022900,electron transport chain,16/263,46/4489,2.484218605508839e-9,2.1492145082232514e-7,2.0741653300225068e-7,16
head,2,GO:0015980,energy derivation by oxidation of organic compounds,24/263,103/4489,2.612608807181176e-9,2.1492145082232514e-7,2.0741653300225068e-7,24
head,2,GO:0030036,actin cytoskeleton organization,37/263,224/4489,3.845633496965649e-9,3.005362577878655e-7,2.9004172637640925e-7,37
head,2,GO:0030029,actin filament-based process,37/263,231/4489,9.204405221451046e-9,6.85070731482285e-7,6.611485053804186e-7,37
head,2,GO:0046034,ATP metabolic process,20/263,78/4489,1.016374121253234e-8,7.220876143267294e-7,6.968727826583178e-7,20
head,2,GO:0006091,generation of precursor metabolites and energy,26/263,134/4489,3.402087124265669e-8,2.311940076185757e-6,2.2312086265778964e-6,26
head,2,GO:0006099,tricarboxylic acid cycle,10/263,21/4489,8.0005622175764e-8,5.001951498428765e-6,4.8272865927524134e-6,10
head,2,GO:0006936,muscle contraction,10/263,21/4489,8.0005622175764e-8,5.001951498428765e-6,4.8272865927524134e-6,10
head,2,GO:0007010,cytoskeleton organization,46/263,368/4489,3.49889669902165e-7,2.103375207911861e-5,2.0299267083797668e-5,46
head,2,GO:0140694,non-membrane-bounded organelle assembly,21/263,104/4489,3.7687512177123457e-7,2.1816882049201466e-5,2.1055050662697044e-5,21
head,2,GO:0007475,apposition of dorsal and ventral imaginal disc-derived wing surfaces,8/263,15/4489,5.616339197227359e-7,3.135120773309415e-5,3.0256443870777468e-5,8
head,2,GO:0097435,supramolecular fiber organization,29/263,185/4489,6.886284788665301e-7,3.711470042994436e-5,3.581867913668739e-5,29
head,2,GO:0048646,anatomical structure formation involved in morphogenesis,37/263,303/4489,1.0081841762443927e-5,5.252639558233286e-4,5.06922078792356e-4,37
head,2,GO:0070925,organelle assembly,23/263,155/4489,2.643336344867716e-5,0.0013327531312994324,0.00128621425541441,23
head,2,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",6/263,14/4489,7.698549903884438e-5,0.0037602604686785552,0.003628954609298158,6
head,2,GO:0008587,imaginal disc-derived wing margin morphogenesis,10/263,47/4489,3.012356270898775e-4,0.014267614701256925,0.013769398839546873,10
head,2,GO:0007517,muscle organ development,11/263,57/4489,3.7373662556973366e-4,0.01718089252251452,0.016580946886731528,11
head,2,GO:0010959,regulation of metal ion transport,9/263,43/4489,6.865922943834375e-4,0.030661250174894655,0.029590579183502736,9
head,3,GO:0002181,cytoplasmic translation,72/254,104/4489,6.588651956620338e-69,7.629658965766351e-66,6.796714649987295e-66,72
head,3,GO:0006412,translation,82/254,285/4489,1.2106810789015549e-39,7.009843446840003e-37,6.244565564860652e-37,82
head,3,GO:0043604,amide biosynthetic process,86/254,327/4489,2.3719518801250085e-38,9.155734257282533e-36,8.156185412359678e-36,86
head,3,GO:0043043,peptide biosynthetic process,83/254,309/4489,1.2145203166952242e-37,3.516036316832674e-35,3.132183974635052e-35,83
head,3,GO:0043603,cellular amide metabolic process,93/254,402/4489,9.531488835019744e-37,2.2074928141905725e-34,1.966496643856705e-34,93
head,3,GO:0006518,peptide metabolic process,85/254,362/4489,9.583338837994157e-34,1.8495843957328723e-31,1.6476617651288198e-31,85
head,3,GO:0034645,cellular macromolecule biosynthetic process,84/254,374/4489,9.280749287978568e-32,1.5353010964970258e-29,1.3676893687547362e-29,84
head,3,GO:0044281,small molecule metabolic process,72/254,408/4489,3.8940677957575153e-20,5.636663134359003e-18,5.021297947161006e-18,72
head,3,GO:0006082,organic acid metabolic process,47/254,209/4489,2.3335516610007426e-17,3.0025031371542884e-15,2.6747141845388627e-15,47
head,3,GO:0019752,carboxylic acid metabolic process,46/254,205/4489,5.907935854940104e-17,6.8413897200206395e-15,6.094502250359265e-15,46
head,3,GO:0043436,oxoacid metabolic process,46/254,206/4489,7.246891126362698e-17,7.628999931207276e-15,6.796127563478893e-15,46
head,3,GO:0042254,ribosome biogenesis,28/254,85/4489,3.563292296286214e-15,3.4385770659161964e-13,3.0631810968074474e-13,28
head,3,GO:0042255,ribosome assembly,13/254,21/4489,6.1266532543015914e-12,5.457434206524033e-10,4.861635780741343e-10,13
head,3,GO:0022613,ribonucleoprotein complex biogenesis,29/254,124/4489,1.9261530172349324e-11,1.5932037099700369e-9,1.4192706442783712e-9,29
head,3,GO:0044282,small molecule catabolic process,25/254,98/4489,6.884132761835764e-11,5.3145504921372105e-9,4.7343509519993325e-9,25
head,3,GO:1901605,alpha-amino acid metabolic process,19/254,57/4489,9.44616831997008e-11,6.8366643215783455e-9,6.090292732612289e-9,19
head,3,GO:0032787,monocarboxylic acid metabolic process,25/254,103/4489,2.2112824826151536e-10,1.5062735969813813e-8,1.3418308563237464e-8,25
head,3,GO:0042273,ribosomal large subunit biogenesis,14/254,31/4489,2.706971933333912e-10,1.7414852771114833e-8,1.5513640319691427e-8,14
head,3,GO:0005975,carbohydrate metabolic process,28/254,144/4489,4.188354367647774e-9,2.552691767229538e-7,2.2740095735705365e-7,28
head,3,GO:0042274,ribosomal small subunit biogenesis,11/254,22/4489,6.228809356766248e-9,3.6064806175676576e-7,3.212754299805749e-7,11
head,3,GO:0072521,purine-containing compound metabolic process,21/254,94/4489,3.2436861789996025e-8,1.7886612358483524e-6,1.593389701964717e-6,21
head,3,GO:0046395,carboxylic acid catabolic process,18/254,72/4489,5.103933459270377e-8,2.5168383453991133e-6,2.242070337688511e-6,18
head,3,GO:0006520,cellular amino acid metabolic process,20/254,88/4489,5.146412352611857e-8,2.5168383453991133e-6,2.242070337688511e-6,20
head,3,GO:0044283,small molecule biosynthetic process,22/254,105/4489,5.2162452754385767e-8,2.5168383453991133e-6,2.242070337688511e-6,22
head,3,GO:0016054,organic acid catabolic process,18/254,73/4489,6.434788444712003e-8,2.9805940075906e-6,2.655196916133795e-6,18
head,3,GO:0008652,cellular amino acid biosynthetic process,11/254,27/4489,8.925371236712987e-8,3.975223035428323e-6,3.541240409707987e-6,11
head,3,GO:1901607,alpha-amino acid biosynthetic process,10/254,22/4489,9.990813404419992e-8,4.284948860117907e-6,3.81715287966144e-6,10
head,3,GO:0016053,organic acid biosynthetic process,16/254,60/4489,1.0916166755528933e-7,4.358938311345691e-6,3.883064762402307e-6,16
head,3,GO:0046394,carboxylic acid biosynthetic process,16/254,60/4489,1.0916166755528933e-7,4.358938311345691e-6,3.883064762402307e-6,16
head,3,GO:0019318,hexose metabolic process,12/254,34/4489,1.4951252546837367e-7,5.771183483079224e-6,5.141132454701972e-6,12
head,3,GO:0000028,ribosomal small subunit assembly,7/254,10/4489,1.7759685592587565e-7,6.6341019084569026e-6,5.909844441675998e-6,7
head,3,GO:0055086,nucleobase-containing small molecule metabolic process,24/254,132/4489,2.2060042337584697e-7,7.982977820913462e-6,7.111461016721382e-6,24
head,3,GO:0005996,monosaccharide metabolic process,12/254,38/4489,6.019381931533806e-7,2.1122558414291355e-5,1.8816568717394353e-5,12
head,3,GO:0006163,purine nucleotide metabolic process,18/254,86/4489,9.149996855600502e-7,3.1163812819957005e-5,2.776160036683744e-5,18
head,3,GO:0006631,fatty acid metabolic process,16/254,71/4489,1.3276228274083045e-6,4.3925349546823334e-5,3.9129935965718454e-5,16
head,3,GO:0009150,purine ribonucleotide metabolic process,17/254,81/4489,1.7838228556055398e-6,5.737963518864486e-5,5.1115391768813714e-5,17
head,3,GO:0022618,ribonucleoprotein complex assembly,14/254,57/4489,2.0710707381072444e-6,6.351284757013385e-5,5.657902974159729e-5,14
head,3,GO:1901135,carbohydrate derivative metabolic process,31/254,224/4489,2.0841867078282267e-6,6.351284757013385e-5,5.657902974159729e-5,31
head,3,GO:0071826,ribonucleoprotein complex subunit organization,14/254,58/4489,2.5937642780690297e-6,7.701484702574196e-5,6.860699035108365e-5,14
head,3,GO:0009259,ribonucleotide metabolic process,17/254,85/4489,3.6109730406889464e-6,1.04537669527945e-4,9.312509420724124e-5,17
head,3,GO:0019693,ribose phosphate metabolic process,17/254,88/4489,5.942505186881899e-6,1.65736762801017e-4,1.476429665893979e-4,17
head,3,GO:1901606,alpha-amino acid catabolic process,10/254,32/4489,6.011177925425486e-6,1.65736762801017e-4,1.476429665893979e-4,10
head,3,GO:0009117,nucleotide metabolic process,18/254,104/4489,1.5780794979877543e-5,4.2498047876042317e-4,3.785845552088125e-4,18
head,3,GO:0006006,glucose metabolic process,9/254,29/4489,1.9017143913800294e-5,4.980953372583863e-4,4.437173261641838e-4,9
head,3,GO:0009063,cellular amino acid catabolic process,10/254,36/4489,1.9356036421958015e-5,4.980953372583863e-4,4.437173261641838e-4,10
head,3,GO:0006753,nucleoside phosphate metabolic process,18/254,108/4489,2.6946276279717748e-5,6.783432159111555e-4,6.042872026115193e-4,18
head,3,GO:0030490,maturation of SSU-rRNA,6/254,14/4489,6.324445509191872e-5,0.0015582357233285507,0.0013881201789491678,6
head,3,GO:0006364,rRNA processing,11/254,49/4489,6.531797262670937e-5,0.0015757960896193635,0.0014037634468020872,11
head,3,GO:0006637,acyl-CoA metabolic process,7/254,20/4489,7.015880160406962e-5,0.0016248778451502526,0.0014474868541471207,7
head,3,GO:0035383,thioester metabolic process,7/254,20/4489,7.015880160406962e-5,0.0016248778451502526,0.0014474868541471207,7
head,3,GO:0019637,organophosphate metabolic process,26/254,206/4489,7.537212629705933e-5,0.0017113906323920531,0.0015245548765968656,26
head,3,GO:0019395,fatty acid oxidation,8/254,27/4489,8.150573049640687e-5,0.0018150699214392145,0.0016169153013457234,8
head,3,GO:0006090,pyruvate metabolic process,7/254,21/4489,1.00206779725289e-4,0.0021894236022997103,0.0019504000820413745,7
head,3,GO:0034440,lipid oxidation,8/254,28/4489,1.0859231503170335e-4,0.0022583548273670006,0.0020118059547492594,8
head,3,GO:0009066,aspartate family amino acid metabolic process,5/254,10/4489,1.1116254331599226e-4,0.0022583548273670006,0.0020118059547492594,5
head,3,GO:0046460,neutral lipid biosynthetic process,5/254,10/4489,1.1116254331599226e-4,0.0022583548273670006,0.0020118059547492594,5
head,3,GO:0046463,acylglycerol biosynthetic process,5/254,10/4489,1.1116254331599226e-4,0.0022583548273670006,0.0020118059547492594,5
head,3,GO:0006414,translational elongation,7/254,22/4489,1.3994839161193554e-4,0.0027941420256314027,0.002489100250085242,7
head,3,GO:0006091,generation of precursor metabolites and energy,19/254,134/4489,1.5845965491946405e-4,0.003110106447402362,0.002770570237664135,19
head,3,GO:0006790,sulfur compound metabolic process,14/254,83/4489,1.884067550008841e-4,0.0036337510450451605,0.0032370475630799545,14
head,3,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",5/254,11/4489,1.9442494557836694e-4,0.0036337510450451605,0.0032370475630799545,5
head,3,GO:0044262,cellular carbohydrate metabolic process,12/254,64/4489,1.9455316476062174e-4,0.0036337510450451605,0.0032370475630799545,12
head,3,GO:0016072,rRNA metabolic process,11/254,56/4489,2.3434735036434803e-4,0.0043075274876494445,0.0038372665556735356,11
head,3,GO:0006641,triglyceride metabolic process,7/254,24/4489,2.57551878875355e-4,0.004451419040860613,0.003965449195567131,7
head,3,GO:0033865,nucleoside bisphosphate metabolic process,7/254,24/4489,2.57551878875355e-4,0.004451419040860613,0.003965449195567131,7
head,3,GO:0033875,ribonucleoside bisphosphate metabolic process,7/254,24/4489,2.57551878875355e-4,0.004451419040860613,0.003965449195567131,7
head,3,GO:0034032,purine nucleoside bisphosphate metabolic process,7/254,24/4489,2.57551878875355e-4,0.004451419040860613,0.003965449195567131,7
head,3,GO:0016051,carbohydrate biosynthetic process,8/254,32/4489,3.0151403397979994e-4,0.005134606637479535,0.004574051908671888,8
head,3,GO:0006635,fatty acid beta-oxidation,7/254,25/4489,3.406590011683843e-4,0.005717146715260711,0.005092994983142893,7
head,3,GO:0043648,dicarboxylic acid metabolic process,6/254,19/4489,4.4918739013878996e-4,0.0074308428254388405,0.006619603644150589,6
head,3,GO:0042593,glucose homeostasis,8/254,34/4489,4.7151410071642925e-4,0.00769032857224824,0.006850760840653827,8
head,3,GO:0072329,monocarboxylic acid catabolic process,8/254,35/4489,5.817989711160549e-4,0.009357266785449882,0.008335716252832364,8
head,3,GO:0072522,purine-containing compound biosynthetic process,10/254,54/4489,7.3748020145894e-4,0.011698658538211679,0.010421493834603623,10
head,3,GO:0034470,ncRNA processing,13/254,86/4489,9.491442643491892e-4,0.014852825109680556,0.013231314069163664,13
head,3,GO:0006638,neutral lipid metabolic process,7/254,30/4489,0.001130759552929329,0.017229204767002144,0.015348259859705574,7
head,3,GO:0006639,acylglycerol metabolic process,7/254,30/4489,0.001130759552929329,0.017229204767002144,0.015348259859705574,7
head,3,GO:0016052,carbohydrate catabolic process,8/254,39/4489,0.0012488796104915421,0.018541058832682127,0.016516896333086523,8
head,3,GO:0033500,carbohydrate homeostasis,8/254,39/4489,0.0012488796104915421,0.018541058832682127,0.016516896333086523,8
head,3,GO:0009069,serine family amino acid metabolic process,4/254,10/4489,0.0016028917422486995,0.022635958994195047,0.020164748490420097,4
head,3,GO:0009124,nucleoside monophosphate biosynthetic process,4/254,10/4489,0.0016028917422486995,0.022635958994195047,0.020164748490420097,4
